time_s,I,II,III,aVR,aVL,aVF,V1,V2,V3,V4,V5,V6,V3R,V4R,V7
0.039,4.897819679220953,4.897819679220953,4.897819679220953,4.897819679220953,4.897819679220953,4.897819679220953,4.897819679220953,4.897819679220953,4.897819679220953,4.897819679220953,4.897819679220953,4.897819679220953,4.897819679220953,4.897819679220953,4.897819679220953
0.04,5.02324156234507,5.02324156234507,5.02324156234507,5.02324156234507,5.02324156234507,5.02324156234507,5.02324156234507,5.02324156234507,5.02324156234507,5.02324156234507,5.02324156234507,5.02324156234507,5.02324156234507,5.02324156234507,5.02324156234507
0.041,5.148651051119978,5.148651051119978,5.148651051119978,5.148651051119978,5.148651051119978,5.148651051119978,5.148651051119978,5.148651051119978,5.148651051119978,5.148651051119978,5.148651051119978,5.148651051119978,5.148651051119978,5.148651051119978,5.148651051119978
0.042,5.2740478361102285,5.2740478361102285,5.2740478361102285,5.2740478361102285,5.2740478361102285,5.2740478361102285,5.2740478361102285,5.2740478361102285,5.2740478361102285,5.2740478361102285,5.2740478361102285,5.2740478361102285,5.2740478361102285,5.2740478361102285,5.2740478361102285
0.043000000000000003,5.399431607911723,5.399431607911723,5.399431607911723,5.399431607911723,5.399431607911723,5.399431607911723,5.399431607911723,5.399431607911723,5.399431607911723,5.399431607911723,5.399431607911723,5.399431607911723,5.399431607911723,5.399431607911723,5.399431607911723
0.044,5.5248020571524625,5.5248020571524625,5.5248020571524625,5.5248020571524625,5.5248020571524625,5.5248020571524625,5.5248020571524625,5.5248020571524625,5.5248020571524625,5.5248020571524625,5.5248020571524625,5.5248020571524625,5.5248020571524625,5.5248020571524625,5.5248020571524625
0.045,5.650158874493334,5.650158874493334,5.650158874493334,5.650158874493334,5.650158874493334,5.650158874493334,5.650158874493334,5.650158874493334,5.650158874493334,5.650158874493334,5.650158874493334,5.650158874493334,5.650158874493334,5.650158874493334,5.650158874493334
0.046,5.775501750628847,5.775501750628847,5.775501750628847,5.775501750628847,5.775501750628847,5.775501750628847,5.775501750628847,5.775501750628847,5.775501750628847,5.775501750628847,5.775501750628847,5.775501750628847,5.775501750628847,5.775501750628847,5.775501750628847
0.047,5.900830376287917,5.900830376287917,5.900830376287917,5.900830376287917,5.900830376287917,5.900830376287917,5.900830376287917,5.900830376287917,5.900830376287917,5.900830376287917,5.900830376287917,5.900830376287917,5.900830376287917,5.900830376287917,5.900830376287917
0.048,6.026144442234617,6.026144442234617,6.026144442234617,6.026144442234617,6.026144442234617,6.026144442234617,6.026144442234617,6.026144442234617,6.026144442234617,6.026144442234617,6.026144442234617,6.026144442234617,6.026144442234617,6.026144442234617,6.026144442234617
0.049,6.1514436392689475,6.1514436392689475,6.1514436392689475,6.1514436392689475,6.1514436392689475,6.1514436392689475,6.1514436392689475,6.1514436392689475,6.1514436392689475,6.1514436392689475,6.1514436392689475,6.1514436392689475,6.1514436392689475,6.1514436392689475,6.1514436392689475
0.05,6.276727658227595,6.276727658227595,6.276727658227595,6.276727658227595,6.276727658227595,6.276727658227595,6.276727658227595,6.276727658227595,6.276727658227595,6.276727658227595,6.276727658227595,6.276727658227595,6.276727658227595,6.276727658227595,6.276727658227595
0.051000000000000004,6.401996189984697,6.401996189984697,6.401996189984697,6.401996189984697,6.401996189984697,6.401996189984697,6.401996189984697,6.401996189984697,6.401996189984697,6.401996189984697,6.401996189984697,6.401996189984697,6.401996189984697,6.401996189984697,6.401996189984697
0.052000000000000005,6.5272489254526045,6.5272489254526045,6.5272489254526045,6.5272489254526045,6.5272489254526045,6.5272489254526045,6.5272489254526045,6.5272489254526045,6.5272489254526045,6.5272489254526045,6.5272489254526045,6.5272489254526045,6.5272489254526045,6.5272489254526045,6.5272489254526045
0.053,6.652485555582642,6.652485555582642,6.652485555582642,6.652485555582642,6.652485555582642,6.652485555582642,6.652485555582642,6.652485555582642,6.652485555582642,6.652485555582642,6.652485555582642,6.652485555582642,6.652485555582642,6.652485555582642,6.652485555582642
0.054,6.777705771365875,6.777705771365875,6.777705771365875,6.777705771365875,6.777705771365875,6.777705771365875,6.777705771365875,6.777705771365875,6.777705771365875,6.777705771365875,6.777705771365875,6.777705771365875,6.777705771365875,6.777705771365875,6.777705771365875
0.055,6.90290926383387,6.90290926383387,6.90290926383387,6.90290926383387,6.90290926383387,6.90290926383387,6.90290926383387,6.90290926383387,6.90290926383387,6.90290926383387,6.90290926383387,6.90290926383387,6.90290926383387,6.90290926383387,6.90290926383387
0.056,7.028095724059453,7.028095724059453,7.028095724059453,7.028095724059453,7.028095724059453,7.028095724059453,7.028095724059453,7.028095724059453,7.028095724059453,7.028095724059453,7.028095724059453,7.028095724059453,7.028095724059453,7.028095724059453,7.028095724059453
0.057,7.153264843157482,7.153264843157482,7.153264843157482,7.153264843157482,7.153264843157482,7.153264843157482,7.153264843157482,7.153264843157482,7.153264843157482,7.153264843157482,7.153264843157482,7.153264843157482,7.153264843157482,7.153264843157482,7.153264843157482
0.058,7.278416312285594,7.278416312285594,7.278416312285594,7.278416312285594,7.278416312285594,7.278416312285594,7.278416312285594,7.278416312285594,7.278416312285594,7.278416312285594,7.278416312285594,7.278416312285594,7.278416312285594,7.278416312285594,7.278416312285594
0.059000000000000004,7.4035498226449805,7.4035498226449805,7.4035498226449805,7.4035498226449805,7.4035498226449805,7.4035498226449805,7.4035498226449805,7.4035498226449805,7.4035498226449805,7.4035498226449805,7.4035498226449805,7.4035498226449805,7.4035498226449805,7.4035498226449805,7.4035498226449805
0.06,7.528665065481145,7.528665065481145,7.528665065481145,7.528665065481145,7.528665065481145,7.528665065481145,7.528665065481145,7.528665065481145,7.528665065481145,7.528665065481145,7.528665065481145,7.528665065481145,7.528665065481145,7.528665065481145,7.528665065481145
0.061,7.6537617320846625,7.6537617320846625,7.6537617320846625,7.6537617320846625,7.6537617320846625,7.6537617320846625,7.6537617320846625,7.6537617320846625,7.6537617320846625,7.6537617320846625,7.6537617320846625,7.6537617320846625,7.6537617320846625,7.6537617320846625,7.6537617320846625
0.062,7.7788395137919455,7.7788395137919455,7.7788395137919455,7.7788395137919455,7.7788395137919455,7.7788395137919455,7.7788395137919455,7.7788395137919455,7.7788395137919455,7.7788395137919455,7.7788395137919455,7.7788395137919455,7.7788395137919455,7.7788395137919455,7.7788395137919455
0.063,7.903898101986001,7.903898101986001,7.903898101986001,7.903898101986001,7.903898101986001,7.903898101986001,7.903898101986001,7.903898101986001,7.903898101986001,7.903898101986001,7.903898101986001,7.903898101986001,7.903898101986001,7.903898101986001,7.903898101986001
0.064,8.028937188097192,8.028937188097192,8.028937188097192,8.028937188097192,8.028937188097192,8.028937188097192,8.028937188097192,8.028937188097192,8.028937188097192,8.028937188097192,8.028937188097192,8.028937188097192,8.028937188097192,8.028937188097192,8.028937188097192
0.065,8.153956463604002,8.153956463604002,8.153956463604002,8.153956463604002,8.153956463604002,8.153956463604002,8.153956463604002,8.153956463604002,8.153956463604002,8.153956463604002,8.153956463604002,8.153956463604002,8.153956463604002,8.153956463604002,8.153956463604002
0.066,8.278955620033802,8.278955620033802,8.278955620033802,8.278955620033802,8.278955620033802,8.278955620033802,8.278955620033802,8.278955620033802,8.278955620033802,8.278955620033802,8.278955620033802,8.278955620033802,8.278955620033802,8.278955620033802,8.278955620033802
0.067,8.403934348963595,8.403934348963595,8.403934348963595,8.403934348963595,8.403934348963595,8.403934348963595,8.403934348963595,8.403934348963595,8.403934348963595,8.403934348963595,8.403934348963595,8.403934348963595,8.403934348963595,8.403934348963595,8.403934348963595
0.068,8.528892342020793,8.528892342020793,8.528892342020793,8.528892342020793,8.528892342020793,8.528892342020793,8.528892342020793,8.528892342020793,8.528892342020793,8.528892342020793,8.528892342020793,8.528892342020793,8.528892342020793,8.528892342020793,8.528892342020793
0.069,8.65382929088397,8.65382929088397,8.65382929088397,8.65382929088397,8.65382929088397,8.65382929088397,8.65382929088397,8.65382929088397,8.65382929088397,8.65382929088397,8.65382929088397,8.65382929088397,8.65382929088397,8.65382929088397,8.65382929088397
0.07,8.778744887283622,8.778744887283622,8.778744887283622,8.778744887283622,8.778744887283622,8.778744887283622,8.778744887283622,8.778744887283622,8.778744887283622,8.778744887283622,8.778744887283622,8.778744887283622,8.778744887283622,8.778744887283622,8.778744887283622
0.07100000000000001,8.903638823002936,8.903638823002936,8.903638823002936,8.903638823002936,8.903638823002936,8.903638823002936,8.903638823002936,8.903638823002936,8.903638823002936,8.903638823002936,8.903638823002936,8.903638823002936,8.903638823002936,8.903638823002936,8.903638823002936
0.07200000000000001,9.028510789878535,9.028510789878535,9.028510789878535,9.028510789878535,9.028510789878535,9.028510789878535,9.028510789878535,9.028510789878535,9.028510789878535,9.028510789878535,9.028510789878535,9.028510789878535,9.028510789878535,9.028510789878535,9.028510789878535
0.073,9.153360479801258,9.153360479801258,9.153360479801258,9.153360479801258,9.153360479801258,9.153360479801258,9.153360479801258,9.153360479801258,9.153360479801258,9.153360479801258,9.153360479801258,9.153360479801258,9.153360479801258,9.153360479801258,9.153360479801258
0.074,9.278187584716909,9.278187584716909,9.278187584716909,9.278187584716909,9.278187584716909,9.278187584716909,9.278187584716909,9.278187584716909,9.278187584716909,9.278187584716909,9.278187584716909,9.278187584716909,9.278187584716909,9.278187584716909,9.278187584716909
0.075,9.402991796627012,9.402991796627012,9.402991796627012,9.402991796627012,9.402991796627012,9.402991796627012,9.402991796627012,9.402991796627012,9.402991796627012,9.402991796627012,9.402991796627012,9.402991796627012,9.402991796627012,9.402991796627012,9.402991796627012
0.076,9.527772807589578,9.527772807589578,9.527772807589578,9.527772807589578,9.527772807589578,9.527772807589578,9.527772807589578,9.527772807589578,9.527772807589578,9.527772807589578,9.527772807589578,9.527772807589578,9.527772807589578,9.527772807589578,9.527772807589578
0.077,9.652530309719872,9.652530309719872,9.652530309719872,9.652530309719872,9.652530309719872,9.652530309719872,9.652530309719872,9.652530309719872,9.652530309719872,9.652530309719872,9.652530309719872,9.652530309719872,9.652530309719872,9.652530309719872,9.652530309719872
0.078,9.777263995191154,9.777263995191154,9.777263995191154,9.777263995191154,9.777263995191154,9.777263995191154,9.777263995191154,9.777263995191154,9.777263995191154,9.777263995191154,9.777263995191154,9.777263995191154,9.777263995191154,9.777263995191154,9.777263995191154
0.079,9.901973556235458,9.901973556235458,9.901973556235458,9.901973556235458,9.901973556235458,9.901973556235458,9.901973556235458,9.901973556235458,9.901973556235458,9.901973556235458,9.901973556235458,9.901973556235458,9.901973556235458,9.901973556235458,9.901973556235458
0.08,10.02665868514434,10.02665868514434,10.02665868514434,10.02665868514434,10.02665868514434,10.02665868514434,10.02665868514434,10.02665868514434,10.02665868514434,10.02665868514434,10.02665868514434,10.02665868514434,10.02665868514434,10.02665868514434,10.02665868514434
0.081,10.151319074269633,10.151319074269633,10.151319074269633,10.151319074269633,10.151319074269633,10.151319074269633,10.151319074269633,10.151319074269633,10.151319074269633,10.151319074269633,10.151319074269633,10.151319074269633,10.151319074269633,10.151319074269633,10.151319074269633
0.082,10.275954416024229,10.275954416024229,10.275954416024229,10.275954416024229,10.275954416024229,10.275954416024229,10.275954416024229,10.275954416024229,10.275954416024229,10.275954416024229,10.275954416024229,10.275954416024229,10.275954416024229,10.275954416024229,10.275954416024229
0.083,10.400564402882802,10.400564402882802,10.400564402882802,10.400564402882802,10.400564402882802,10.400564402882802,10.400564402882802,10.400564402882802,10.400564402882802,10.400564402882802,10.400564402882802,10.400564402882802,10.400564402882802,10.400564402882802,10.400564402882802
0.084,10.5251487273826,10.5251487273826,10.5251487273826,10.5251487273826,10.5251487273826,10.5251487273826,10.5251487273826,10.5251487273826,10.5251487273826,10.5251487273826,10.5251487273826,10.5251487273826,10.5251487273826,10.5251487273826,10.5251487273826
0.085,10.64970708212419,10.64970708212419,10.64970708212419,10.64970708212419,10.64970708212419,10.64970708212419,10.64970708212419,10.64970708212419,10.64970708212419,10.64970708212419,10.64970708212419,10.64970708212419,10.64970708212419,10.64970708212419,10.64970708212419
0.08600000000000001,10.774239159772208,10.774239159772208,10.774239159772208,10.774239159772208,10.774239159772208,10.774239159772208,10.774239159772208,10.774239159772208,10.774239159772208,10.774239159772208,10.774239159772208,10.774239159772208,10.774239159772208,10.774239159772208,10.774239159772208
0.08700000000000001,10.898744653056138,10.898744653056138,10.898744653056138,10.898744653056138,10.898744653056138,10.898744653056138,10.898744653056138,10.898744653056138,10.898744653056138,10.898744653056138,10.898744653056138,10.898744653056138,10.898744653056138,10.898744653056138,10.898744653056138
0.088,11.023223254771043,11.023223254771043,11.023223254771043,11.023223254771043,11.023223254771043,11.023223254771043,11.023223254771043,11.023223254771043,11.023223254771043,11.023223254771043,11.023223254771043,11.023223254771043,11.023223254771043,11.023223254771043,11.023223254771043
0.089,11.14767465777836,11.14767465777836,11.14767465777836,11.14767465777836,11.14767465777836,11.14767465777836,11.14767465777836,11.14767465777836,11.14767465777836,11.14767465777836,11.14767465777836,11.14767465777836,11.14767465777836,11.14767465777836,11.14767465777836
0.09,11.272098555006613,11.272098555006613,11.272098555006613,11.272098555006613,11.272098555006613,11.272098555006613,11.272098555006613,11.272098555006613,11.272098555006613,11.272098555006613,11.272098555006613,11.272098555006613,11.272098555006613,11.272098555006613,11.272098555006613
0.091,11.396494639452207,11.396494639452207,11.396494639452207,11.396494639452207,11.396494639452207,11.396494639452207,11.396494639452207,11.396494639452207,11.396494639452207,11.396494639452207,11.396494639452207,11.396494639452207,11.396494639452207,11.396494639452207,11.396494639452207
0.092,11.520862604180174,11.520862604180174,11.520862604180174,11.520862604180174,11.520862604180174,11.520862604180174,11.520862604180174,11.520862604180174,11.520862604180174,11.520862604180174,11.520862604180174,11.520862604180174,11.520862604180174,11.520862604180174,11.520862604180174
0.093,11.645202142324916,11.645202142324916,11.645202142324916,11.645202142324916,11.645202142324916,11.645202142324916,11.645202142324916,11.645202142324916,11.645202142324916,11.645202142324916,11.645202142324916,11.645202142324916,11.645202142324916,11.645202142324916,11.645202142324916
0.094,11.76951294709099,11.76951294709099,11.76951294709099,11.76951294709099,11.76951294709099,11.76951294709099,11.76951294709099,11.76951294709099,11.76951294709099,11.76951294709099,11.76951294709099,11.76951294709099,11.76951294709099,11.76951294709099,11.76951294709099
0.095,11.893794711753838,11.893794711753838,11.893794711753838,11.893794711753838,11.893794711753838,11.893794711753838,11.893794711753838,11.893794711753838,11.893794711753838,11.893794711753838,11.893794711753838,11.893794711753838,11.893794711753838,11.893794711753838,11.893794711753838
0.096,12.018047129660566,12.018047129660566,12.018047129660566,12.018047129660566,12.018047129660566,12.018047129660566,12.018047129660566,12.018047129660566,12.018047129660566,12.018047129660566,12.018047129660566,12.018047129660566,12.018047129660566,12.018047129660566,12.018047129660566
0.097,12.142269894230678,12.142269894230678,12.142269894230678,12.142269894230678,12.142269894230678,12.142269894230678,12.142269894230678,12.142269894230678,12.142269894230678,12.142269894230678,12.142269894230678,12.142269894230678,12.142269894230678,12.142269894230678,12.142269894230678
0.098,12.26646269895685,12.26646269895685,12.26646269895685,12.26646269895685,12.26646269895685,12.26646269895685,12.26646269895685,12.26646269895685,12.26646269895685,12.26646269895685,12.26646269895685,12.26646269895685,12.26646269895685,12.26646269895685,12.26646269895685
0.099,12.39062523740569,12.39062523740569,12.39062523740569,12.39062523740569,12.39062523740569,12.39062523740569,12.39062523740569,12.39062523740569,12.39062523740569,12.39062523740569,12.39062523740569,12.39062523740569,12.39062523740569,12.39062523740569,12.39062523740569
0.1,12.514757203218469,12.514757203218469,12.514757203218469,12.514757203218469,12.514757203218469,12.514757203218469,12.514757203218469,12.514757203218469,12.514757203218469,12.514757203218469,12.514757203218469,12.514757203218469,12.514757203218469,12.514757203218469,12.514757203218469
0.101,12.638858290111907,12.638858290111907,12.638858290111907,12.638858290111907,12.638858290111907,12.638858290111907,12.638858290111907,12.638858290111907,12.638858290111907,12.638858290111907,12.638858290111907,12.638858290111907,12.638858290111907,12.638858290111907,12.638858290111907
0.10200000000000001,12.762928191878904,12.762928191878904,12.762928191878904,12.762928191878904,12.762928191878904,12.762928191878904,12.762928191878904,12.762928191878904,12.762928191878904,12.762928191878904,12.762928191878904,12.762928191878904,12.762928191878904,12.762928191878904,12.762928191878904
0.10300000000000001,12.886966602389315,12.886966602389315,12.886966602389315,12.886966602389315,12.886966602389315,12.886966602389315,12.886966602389315,12.886966602389315,12.886966602389315,12.886966602389315,12.886966602389315,12.886966602389315,12.886966602389315,12.886966602389315,12.886966602389315
0.10400000000000001,13.010973215590688,13.010973215590688,13.010973215590688,13.010973215590688,13.010973215590688,13.010973215590688,13.010973215590688,13.010973215590688,13.010973215590688,13.010973215590688,13.010973215590688,13.010973215590688,13.010973215590688,13.010973215590688,13.010973215590688
0.105,13.134947725509035,13.134947725509035,13.134947725509035,13.134947725509035,13.134947725509035,13.134947725509035,13.134947725509035,13.134947725509035,13.134947725509035,13.134947725509035,13.134947725509035,13.134947725509035,13.134947725509035,13.134947725509035,13.134947725509035
0.106,13.258889826249575,13.258889826249575,13.258889826249575,13.258889826249575,13.258889826249575,13.258889826249575,13.258889826249575,13.258889826249575,13.258889826249575,13.258889826249575,13.258889826249575,13.258889826249575,13.258889826249575,13.258889826249575,13.258889826249575
